occupation,preffered_label,esco_code
orthopaedic appliance maker,prosthetic-orthotics technician,3214.3.1
surgical appliance technician,prosthetic-orthotics technician,3214.3.1
orthotics technician,prosthetic-orthotics technician,3214.3.1
orthopaedic technician,prosthetic-orthotics technician,3214.3.1
orthotic appliance maker,prosthetic-orthotics technician,3214.3.1
orthotic and prosthetic technician,prosthetic-orthotics technician,3214.3.1
prosthetics maker,prosthetic-orthotics technician,3214.3.1
prosthetic devices maker,prosthetic-orthotics technician,3214.3.1
prosthetic-orthotics technician,prosthetic-orthotics technician,3214.3.1
prosthetic brace maker,prosthetic-orthotics technician,3214.3.1
prosthetics assembler,prosthetic-orthotics technician,3214.3.1
maternity support employee,maternity support worker,3222.1
midwifery care assistant,maternity support worker,3222.1
maternity support worker,maternity support worker,3222.1
midwife assistant,maternity support worker,3222.1
maternity healthcare assistant,maternity support worker,3222.1
maternity care assistant,maternity support worker,3222.1
midwifery assistant,maternity support worker,3222.1
assistant to midwife,maternity support worker,3222.1
midwife care assistant,maternity support worker,3222.1
herbal practitioner,herbal therapist,3230.1
iridologist,herbal therapist,3230.1
herbal therapist,herbal therapist,3230.1
herbalist,herbal therapist,3230.1
practitioner of herbal medicine,herbal therapist,3230.1
medical herbalist,herbal therapist,3230.1
herbal medicine therapist,herbal therapist,3230.1
practitioner of herbal therapy,herbal therapist,3230.1
phytotherapist,herbal therapist,3230.1
naturopathic physician,herbal therapist,3230.1
herbal medicine practitioner,herbal therapist,3230.1
alternative animal therapist,alternative animal therapist,3240.1
animal healer,alternative animal therapist,3240.1
holistic animal therapist,alternative animal therapist,3240.1
animal homeopath,alternative animal therapist,3240.1
animal acupuncturist,alternative animal therapist,3240.1
complementary animal therapist,alternative animal therapist,3240.1
natural animal therapist,alternative animal therapist,3240.1
animal massage therapist,alternative animal therapist,3240.1
veterinary auxiliary,veterinary technician,3240.2
veterinary assistant,veterinary technician,3240.2
vet's technician,veterinary technician,3240.2
vet practice technician,veterinary technician,3240.2
veterinary technician,veterinary technician,3240.2
vet technician,veterinary technician,3240.2
veterinary practice technician,veterinary technician,3240.2
veterinary technicians,veterinary technician,3240.2
animal artificial insemination technician,animal artificial insemination technician,3240.2.1
animal artificial insemination technicians,animal artificial insemination technician,3240.2.1
artificial insemination engineer,animal artificial insemination technician,3240.2.1
AI technician,animal artificial insemination technician,3240.2.1
AI specialist,animal artificial insemination technician,3240.2.1
AI engineer,animal artificial insemination technician,3240.2.1
animal AI technician,animal artificial insemination technician,3240.2.1
artificial inseminator,animal artificial insemination technician,3240.2.1
artificial insemination specialist,animal artificial insemination technician,3240.2.1
embryo transfer technician,animal embryo transfer technician,3240.2.2
animal embryo transfer technician,animal embryo transfer technician,3240.2.2
animal embryo transfer engineer,animal embryo transfer technician,3240.2.2
animal embryo transfer specialist,animal embryo transfer technician,3240.2.2
animal embryo transfer technicians,animal embryo transfer technician,3240.2.2
animal embryo transfer scientist,animal embryo transfer technician,3240.2.2
horse teeth technician,equine dental technician,3240.2.3
horse dental care assistant,equine dental technician,3240.2.3
horse dental technician,equine dental technician,3240.2.3
horse dental care technician,equine dental technician,3240.2.3
equine dental technician,equine dental technician,3240.2.3
horse dentist,equine dental technician,3240.2.3
equine dental technicians,equine dental technician,3240.2.3
veterinary nursing specialist,veterinary nurse,3240.2.4
veterinary nurse,veterinary nurse,3240.2.4
veterinary practice assistant,veterinary nurse,3240.2.4
veterinary nurses,veterinary nurse,3240.2.4
animal nursing specialist,veterinary nurse,3240.2.4
animal nurse,veterinary nurse,3240.2.4
orthodontic nurse,dental chairside assistant,3251.1
dental assistant,dental chairside assistant,3251.1
qualified dental nurse,dental chairside assistant,3251.1
trainee dental nurse,dental chairside assistant,3251.1
dental support worker,dental chairside assistant,3251.1
dental chairside assistant,dental chairside assistant,3251.1
orthodontic therapist,dental hygienist,3251.2
dental hygienist,dental hygienist,3251.2
dental therapist,dental hygienist,3251.2
qualified dental hygienist,dental hygienist,3251.2
oral health specialist,dental hygienist,3251.2
registered dental hygienist,dental hygienist,3251.2
trainee dental hygienist,dental hygienist,3251.2
oral health practitioner,dental hygienist,3251.2
oral health therapist,dental hygienist,3251.2
health records assistant,medical records clerk,3252.1
medical records filing clerk,medical records clerk,3252.1
medical records officer,medical records clerk,3252.1
medical records assistant,medical records clerk,3252.1
medical note summariser,medical records clerk,3252.1
medical records staff member,medical records clerk,3252.1
clinical records administrator,medical records clerk,3252.1
health records clerk,medical records clerk,3252.1
clerical officer,medical records clerk,3252.1
patients records assistant,medical records clerk,3252.1
health records staff member,medical records clerk,3252.1
medical records clerk,medical records clerk,3252.1
medical coding officer,clinical coder,3252.1.1
clinical coder,clinical coder,3252.1.1
accredited clinical coder,clinical coder,3252.1.1
accredited medical coder,clinical coder,3252.1.1
diagnostic coder,clinical coder,3252.1.1
clinical records technician,clinical coder,3252.1.1
clinical coding officer,clinical coder,3252.1.1
clinical coding expert,clinical coder,3252.1.1
medical coder,clinical coder,3252.1.1
medical records manager,medical records manager,3252.2
supervisor of medical records,medical records manager,3252.2
health records manager,medical records manager,3252.2
health records supervisor,medical records manager,3252.2
patient records supervisor,medical records manager,3252.2
medical records supervisor,medical records manager,3252.2
supervisor of patient records,medical records manager,3252.2
manager of medical records,medical records manager,3252.2
senior medical records officer,medical records manager,3252.2
manager of patient records,medical records manager,3252.2
patient records manager,medical records manager,3252.2
manager of health records,medical records manager,3252.2
director of medical records,medical records manager,3252.2
picture archiving and communication systems administrator,picture archiving and communication systems administrator,3252.3
PACS manager,picture archiving and communication systems administrator,3252.3
administrator of PACS system,picture archiving and communication systems administrator,3252.3
PACS system analyst,picture archiving and communication systems administrator,3252.3
PACS interface analyst,picture archiving and communication systems administrator,3252.3
PACS associate,picture archiving and communication systems administrator,3252.3
PACS administration manager,picture archiving and communication systems administrator,3252.3
administrator of PACS,picture archiving and communication systems administrator,3252.3
PACS support engineer,picture archiving and communication systems administrator,3252.3
PACS administrator,picture archiving and communication systems administrator,3252.3
hospital waiting list coordinator,waiting list coordinator,3252.4
waiting list manager,waiting list coordinator,3252.4
manager of waiting lists,waiting list coordinator,3252.4
healthcare waiting list manager,waiting list coordinator,3252.4
medical care waiting list coordinator,waiting list coordinator,3252.4
senior waiting list coordinator,waiting list coordinator,3252.4
coordinator of waiting lists,waiting list coordinator,3252.4
manager of hospital waiting lists,waiting list coordinator,3252.4
surgical waiting list coordinator,waiting list coordinator,3252.4
coordinator of hospital waiting lists,waiting list coordinator,3252.4
waiting list coordinator,waiting list coordinator,3252.4
community first responder,community health worker,3253.1
community healthcare assistant,community health worker,3253.1
community health assistant,community health worker,3253.1
community healthcare support worker,community health worker,3253.1
community support worker,community health worker,3253.1
community carer,community health worker,3253.1
community healthcare worker,community health worker,3253.1
community health worker,community health worker,3253.1
first aid educator,first aid instructor,3253.1.1
first aid instructor,first aid instructor,3253.1.1
first aid trainer,first aid instructor,3253.1.1
instructor in first aid techniques,first aid instructor,3253.1.1
instructor in first aid principles,first aid instructor,3253.1.1
trainer in first aid,first aid instructor,3253.1.1
instructor in first aid,first aid instructor,3253.1.1
educator in first aid,first aid instructor,3253.1.1
dispensing optician,optician,3254.1
spectacle dispensing optician,optician,3254.1
expert optician,optician,3254.1
qualified optician,optician,3254.1
optician,optician,3254.1
contact lens optician,optician,3254.1
corrective lens dispenser,optician,3254.1
contact lens specialist,optician,3254.1
optician expert,optician,3254.1
optical lab inspector,optical technician,3254.1.1
optical technical,optical technician,3254.1.1
optical mechanic,optical technician,3254.1.1
optical lab mechanic,optical technician,3254.1.1
artificial eye maker,optical technician,3254.1.1
optical drill operator,optical technician,3254.1.1
spectacle technician,optical technician,3254.1.1
technician in ophthalmic laboratory,optical technician,3254.1.1
technologist in ophthalmic laboratory,optical technician,3254.1.1
ophthalmology technician,optical technician,3254.1.1
optical instrument technician,optical technician,3254.1.1
ophthalmic laboratory technician,optical technician,3254.1.1
spectacle maker,optical technician,3254.1.1
ophthalmic laboratory technologist,optical technician,3254.1.1
specialist optical production technician,optical technician,3254.1.1
eyewear repairer,optical technician,3254.1.1
certified optical technician,optical technician,3254.1.1
ophthalmic inspector,optical technician,3254.1.1
artificial plastic eye maker,optical technician,3254.1.1
eyewear quality inspector,optical technician,3254.1.1
ophthalmic technician,optical technician,3254.1.1
technician in optical production,optical technician,3254.1.1
artificial glass eye maker,optical technician,3254.1.1
eyewear maker,optical technician,3254.1.1
technician in optical production laboratory,optical technician,3254.1.1
lens technician,optical technician,3254.1.1
eyewear assembler,optical technician,3254.1.1
optical element coater,optical technician,3254.1.1
ophthalmic technologist,optical technician,3254.1.1
lens polisher,optical technician,3254.1.1
eyewear designer,optical technician,3254.1.1
lens maker,optical technician,3254.1.1
contact lens maker,optical technician,3254.1.1
optical worker,optical technician,3254.1.1
lens inspector,optical technician,3254.1.1
eyewear inspector,optical technician,3254.1.1
optical technician,optical technician,3254.1.1
optometry technician,optical technician,3254.1.1
eyewear technician,optical technician,3254.1.1
lens mounter,optical technician,3254.1.1
eye glass cutter,optical technician,3254.1.1
optical laboratory production technician,optical technician,3254.1.1
Thai massage therapist,massage therapist,3255.1
clinical masseur,massage therapist,3255.1
reflexology massage therapist,massage therapist,3255.1
masseur,massage therapist,3255.1
medical masseur,massage therapist,3255.1
body massage therapist,massage therapist,3255.1
deep tissue massage therapist,massage therapist,3255.1
masseuse,massage therapist,3255.1
medical massage therapist,massage therapist,3255.1
Swedish massage therapist,massage therapist,3255.1
acupressure treatment specialist,massage therapist,3255.1
professional masseur,massage therapist,3255.1
shiatsu massage therapist,massage therapist,3255.1
professional massage therapist,massage therapist,3255.1
massage therapist,massage therapist,3255.1
physiotherapy rehabilitation assistant,physiotherapy assistant,3255.2
neurological physiotherapy assistant,physiotherapy assistant,3255.2
manipulative physiotherapy assistant,physiotherapy assistant,3255.2
physiotherapy assistant,physiotherapy assistant,3255.2
remedial physiotherapy assistant,physiotherapy assistant,3255.2
assistant physiotherapist,physiotherapy assistant,3255.2
therapy assistant,physiotherapy assistant,3255.2
cardiovascular physiotherapy assistant,physiotherapy assistant,3255.2
occupational physiotherapy assistant,physiotherapy assistant,3255.2
physiotherapy care assistant,physiotherapy assistant,3255.2
physiotherapist assistant,physiotherapy assistant,3255.2
respiratory physiotherapy assistant,physiotherapy assistant,3255.2
geriatric therapy assistant,physiotherapy assistant,3255.2
neuromuscular physiotherapy assistant,physiotherapy assistant,3255.2
neuromusculoskeletal physiotherapy assistant,physiotherapy assistant,3255.2
practitioner of shiatsu,shiatsu practitioner,3255.3
therapist of shiatsu massage,shiatsu practitioner,3255.3
shiatsu acupressurist,shiatsu practitioner,3255.3
shiatsu practitioner,shiatsu practitioner,3255.3
shiatsu therapist,shiatsu practitioner,3255.3
sophrologist,sophrologist,3255.4
sophrology expert,sophrologist,3255.4
dynamic relaxation methods practitioner,sophrologist,3255.4
sophrology specialist,sophrologist,3255.4
dynamic relaxation practitioner,sophrologist,3255.4
practitioner of dynamic relaxation methods,sophrologist,3255.4
sophrology practitioner,sophrologist,3255.4
specialist sophrology practitioner,sophrologist,3255.4
practitioner of sophrology,sophrologist,3255.4
autopsy assistant,doctors' surgery assistant,3256.1
ophthalmic assistant,doctors' surgery assistant,3256.1
medical assistant,doctors' surgery assistant,3256.1
cast assistant,doctors' surgery assistant,3256.1
surgical assistant,doctors' surgery assistant,3256.1
healthcare assistant,doctors' surgery assistant,3256.1
doctor's assistant,doctors' surgery assistant,3256.1
clinical assistant,doctors' surgery assistant,3256.1
doctors' surgery assistant,doctors' surgery assistant,3256.1
orthopedic assistant,doctors' surgery assistant,3256.1
physician assistant,doctors' surgery assistant,3256.1
surgery assistant,doctors' surgery assistant,3256.1
radiology assistant,doctors' surgery assistant,3256.1
physician's assistant,doctors' surgery assistant,3256.1
public health inspector,environmental health inspector,3257.1
environmental health inspector,environmental health inspector,3257.1
food regulatory affairs advisor,food regulatory advisor,3257.2
food safety auditor,food regulatory advisor,3257.2
food expert,food regulatory advisor,3257.2
food regulatory advisor,food regulatory advisor,3257.2
legislation and specification  advisor,food regulatory advisor,3257.2
food regulatory compliance advisor,food regulatory advisor,3257.2
food labelling specialist,food regulatory advisor,3257.2
food safety regulatory advisor,food regulatory advisor,3257.2
food safety expert,food regulatory advisor,3257.2
food law advisor,food regulatory advisor,3257.2
food consultant,food regulatory advisor,3257.2
"regulatory advisor, food",food regulatory advisor,3257.2
legislation and controls advisor,food regulatory advisor,3257.2
food safety inspector,food safety inspector,3257.3
quality inspector,food safety inspector,3257.3
food safety officer,food safety inspector,3257.3
food quality inspector,food safety inspector,3257.3
quality controller,food safety inspector,3257.3
industrial waste disposal inspector,industrial waste inspector,3257.4
industrial waste inspector,industrial waste inspector,3257.4
industrial waste tester/inspector,industrial waste inspector,3257.4
industrial waste compliance inspector,industrial waste inspector,3257.4
industrial waste control inspector,industrial waste inspector,3257.4
industrial waste management inspector,industrial waste inspector,3257.4
waste disposal adviser,hazardous materials inspector,3257.4.1
hazmat compliance specialist,hazardous materials inspector,3257.4.1
compliance manager,hazardous materials inspector,3257.4.1
hazardous waste disposal specialist,hazardous materials inspector,3257.4.1
hazardous waste inspector,hazardous materials inspector,3257.4.1
hazardous waste compliance specialist,hazardous materials inspector,3257.4.1
hazardous waste control specialist,hazardous materials inspector,3257.4.1
hazardous waste management specialist,hazardous materials inspector,3257.4.1
hazardous materials inspector,hazardous materials inspector,3257.4.1
environmental regulations compliance specialist,hazardous materials inspector,3257.4.1
industrial waste analyst,hazardous materials inspector,3257.4.1
solid waste compliance specialist,hazardous materials inspector,3257.4.1
environmental compliance specialist,hazardous materials inspector,3257.4.1
hazardous waste management inspector,hazardous waste inspector,3257.4.2
hazardous waste inspector,hazardous waste inspector,3257.4.2
hazardous waste compliance inspector,hazardous waste inspector,3257.4.2
hazardous waste disposal inspector,hazardous waste inspector,3257.4.2
hazardous waste tester/inspector,hazardous waste inspector,3257.4.2
hazardous waste control inspector,hazardous waste inspector,3257.4.2
health and safety inspector,occupational health and safety inspector,3257.5
HSE inspector,occupational health and safety inspector,3257.5
factory inspector,occupational health and safety inspector,3257.5
environmental health officer,occupational health and safety inspector,3257.5
environmental health inspector,occupational health and safety inspector,3257.5
safety officer,occupational health and safety inspector,3257.5
workplace health and safety inspector,occupational health and safety inspector,3257.5
regulatory health and safety inspector,occupational health and safety inspector,3257.5
occupational health and safety inspector,occupational health and safety inspector,3257.5
health care enforcement inspector,healthcare inspector,3257.5.1
health care inspector,healthcare inspector,3257.5.1
health care facilities inspector,healthcare inspector,3257.5.1
care commission inspector,healthcare inspector,3257.5.1
healthcare environment inspector,healthcare inspector,3257.5.1
healthcare facilities inspector,healthcare inspector,3257.5.1
health care environment inspector,healthcare inspector,3257.5.1
hospital inspector,healthcare inspector,3257.5.1
healthcare inspectors,healthcare inspector,3257.5.1
healthcare enforcement inspector,healthcare inspector,3257.5.1
health facilities surveyor,healthcare inspector,3257.5.1
medical facilities inspector,healthcare inspector,3257.5.1
healthcare inspector,healthcare inspector,3257.5.1
road health and safety risk assessor,transport health and safety inspector,3257.6
road transport health and safety manager,transport health and safety inspector,3257.6
road occupational health and safety manager,transport health and safety inspector,3257.6
road transportation health and safety director,transport health and safety inspector,3257.6
transport health and safety inspector,transport health and safety inspector,3257.6
transportation safety manager,transport health and safety inspector,3257.6
employment officer,health and safety inspector,3257.7
occupational health and safety inspector,health and safety inspector,3257.7
health & safety advisor,health and safety inspector,3257.7
health and safety advisor,health and safety inspector,3257.7
labour inspector,health and safety inspector,3257.7
employment solicitor,health and safety inspector,3257.7
employment lawyer,health and safety inspector,3257.7
labor inspector,health and safety inspector,3257.7
inspector of health and safety,health and safety inspector,3257.7
health and safety inspector,health and safety inspector,3257.7
senior labour inspector,health and safety inspector,3257.7
wage inspector,health and safety inspector,3257.7
medical emergency assistant,emergency ambulance driver,3258.1
emergency ambulance driver,emergency ambulance driver,3258.1
technician in emergency medical care,emergency ambulance driver,3258.1
assistant in emergency care,emergency ambulance driver,3258.1
ambulance technician,emergency ambulance driver,3258.1
ECA,emergency ambulance driver,3258.1
emergency medical vehicle assistant,emergency ambulance driver,3258.1
ambulance emergency medical technician,emergency ambulance driver,3258.1
ambulance emergency care assistant,emergency ambulance driver,3258.1
expert paramedic,paramedic in emergency responses,3258.2
paramedic in emergency responses,paramedic in emergency responses,3258.2
specialist paramedic,paramedic in emergency responses,3258.2
paramedic,paramedic in emergency responses,3258.2
paramedic practitioner,paramedic in emergency responses,3258.2
EMT,paramedic in emergency responses,3258.2
emergency medical technician,paramedic in emergency responses,3258.2
ambulance paramedic,paramedic in emergency responses,3258.2
emergency response paramedic,paramedic in emergency responses,3258.2
anesthetic technician,anaesthetic technician,3259.1
anaesthetic technician,anaesthetic technician,3259.1
surgical technician,anaesthetic technician,3259.1
assistant psychologist,assistant clinical psychologist,3259.2
assistant clinical psychologist,assistant clinical psychologist,3259.2
psychology assistant,assistant clinical psychologist,3259.2
psychological assistant,assistant clinical psychologist,3259.2
personality assessment coordinator,assistant clinical psychologist,3259.2
assistant etiopath,chiropractic assistant,3259.3
assistant to licensed chiropractor,chiropractic assistant,3259.3
chiropractic's assistant,chiropractic assistant,3259.3
assistant to chiropractic,chiropractic assistant,3259.3
assistant neuromusculoskeletal therapist,chiropractic assistant,3259.3
chiropractic support worker,chiropractic assistant,3259.3
assistant musculoskeletal therapist,chiropractic assistant,3259.3
chiropractic assistant,chiropractic assistant,3259.3
assistant chiropractic,chiropractic assistant,3259.3
assistant osteopath,chiropractic assistant,3259.3
covid tester ,covid tester ,3259.4
coronavirus tester,covid tester ,3259.4
covid testing specialist,covid tester ,3259.4
testing support assistant ,covid tester ,3259.4
covid community testing facilitator,covid tester ,3259.4
covid testing clinician,covid tester ,3259.4
testing supervisor,covid tester ,3259.4
mobile screening nurse,covid tester ,3259.4
clinical diet technician,dietetic technician,3259.5
dietetic science technician,dietetic technician,3259.5
technician in medical dietetics,dietetic technician,3259.5
dietetic assistant,dietetic technician,3259.5
nutrition assistant practitioner,dietetic technician,3259.5
clinical dietetic technician,dietetic technician,3259.5
diet technician,dietetic technician,3259.5
dietetic technician,dietetic technician,3259.5
medical dietetics technician,dietetic technician,3259.5
technician in dietetics,dietetic technician,3259.5
assistant nutrition practitioner,dietetic technician,3259.5
breathing technician,respiratory therapy technician,3259.7
respiratory care supervisor,respiratory therapy technician,3259.7
respiratory technician,respiratory therapy technician,3259.7
respiratory therapy technician,respiratory therapy technician,3259.7
oxygen therapy technician,respiratory therapy technician,3259.7
respiratory therapist,respiratory therapy technician,3259.7
respiratory care assistant,respiratory therapy technician,3259.7
covid temperature screener,temperature screener ,3259.8
temperature checker,temperature screener ,3259.8
health screener,temperature screener ,3259.8
temperature screener ,temperature screener ,3259.8
entrance screener,temperature screener ,3259.8
financial asset manager,asset manager,3311.1
asset portfolio manager,asset manager,3311.1
asset management adviser,asset manager,3311.1
asset management advisor,asset manager,3311.1
independent financial adviser,asset manager,3311.1
independent financial advisor,asset manager,3311.1
wealth management adviser,asset manager,3311.1
financial advisor,asset manager,3311.1
wealth management advisor,asset manager,3311.1
asset manager,asset manager,3311.1
assets manager,asset manager,3311.1
wealth manager,asset manager,3311.1
finance adviser,financial broker,3311.2
financial services manager,financial broker,3311.2
financial services broker,financial broker,3311.2
finance broker,financial broker,3311.2
financial services adviser,financial broker,3311.2
financial broker,financial broker,3311.2
broker,financial broker,3311.2
foreign exchange broker,foreign exchange broker,3311.2.1
broker in foreign exchange,foreign exchange broker,3311.2.1
forex broker,foreign exchange broker,3311.2.1
forex trader,foreign exchange broker,3311.2.1
fx broker,foreign exchange broker,3311.2.1
mortgage administrator,mortgage broker,3311.2.2
mortgage loans officer,mortgage broker,3311.2.2
mortgage coordinator,mortgage broker,3311.2.2
mortgage officer,mortgage broker,3311.2.2
mortgage broker,mortgage broker,3311.2.2
mortgage professional,mortgage broker,3311.2.2
mortgage analyst,mortgage broker,3311.2.2
administrator of mortgage loans,mortgage broker,3311.2.2
officer for mortgage loan,mortgage broker,3311.2.2
mutual fund manager,mutual fund broker,3311.2.3
mutual fund broker,mutual fund broker,3311.2.3
mutual fund sales agent,mutual fund broker,3311.2.3
mutual fund sales representative,mutual fund broker,3311.2.3
mutual fund salesman,mutual fund broker,3311.2.3
mutual fund dealer,mutual fund broker,3311.2.3
stock salesperson,securities broker,3311.2.4
investment broker,securities broker,3311.2.4
junior stock broker,securities broker,3311.2.4
securities broker,securities broker,3311.2.4
financial services sales agent,securities broker,3311.2.4
distribution administrator,securities underwriter,3311.2.4.1
securities underwriter,securities underwriter,3311.2.4.1
securities administrator,securities underwriter,3311.2.4.1
security underwriter,securities underwriter,3311.2.4.1
stockbroker,stock broker,3311.2.5
stockbroking dealer,stock broker,3311.2.5
stock broker,stock broker,3311.2.5
stocks and shares broker,stock broker,3311.2.5
institutional stock broker,stock broker,3311.2.5
proprietry options trader,financial trader,3311.3
financial trader trainee,financial trader,3311.3
securities trader,financial trader,3311.3
financial instruments trader,financial trader,3311.3
derivatives trader,financial trader,3311.3
financial trading specialist,financial trader,3311.3
natural gas financial trader,financial trader,3311.3
equity trader,financial trader,3311.3
financial trading expert,financial trader,3311.3
quantitative trader,financial trader,3311.3
financial trader,financial trader,3311.3
energy market forecaster,energy trader,3311.3.1
energy trader,energy trader,3311.3.1
energy stock trader,energy trader,3311.3.1
energy market researcher,energy trader,3311.3.1
energy stock analyst,energy trader,3311.3.1
renewable energy stock trader,energy trader,3311.3.1
energy market analyst,energy trader,3311.3.1
"commodity trader, energy",energy trader,3311.3.1
renewable energy stock analyst,energy trader,3311.3.1
energy trading analyst,energy trader,3311.3.1
energy market economist,energy trader,3311.3.1
renewable energy share trader,energy trader,3311.3.1
energy share trader,energy trader,3311.3.1
foreign exchange dealer,foreign exchange trader,3311.3.2
foreign exchange trader,foreign exchange trader,3311.3.2
foreign exchange handler,foreign exchange trader,3311.3.2
forex handler,foreign exchange trader,3311.3.2
forex dealer,foreign exchange trader,3311.3.2
futures trader,futures trader,3311.3.3
futures contracts manager,futures trader,3311.3.3
spreader,futures trader,3311.3.3
arbitrageur,futures trader,3311.3.3
securities trader,securities trader,3311.3.4
securities tellers,securities trader,3311.3.4
securities sales agents,securities trader,3311.3.4
securities clerk,securities trader,3311.3.4
securities clerks,securities trader,3311.3.4
securities sales director,securities trader,3311.3.4
securities teller,securities trader,3311.3.4
securities sales directors,securities trader,3311.3.4
securities sales agent,securities trader,3311.3.4
equity trader,stock trader,3311.3.5
stock trader,stock trader,3311.3.5
stock exchange floor trader,stock trader,3311.3.5
investment dealer,stock trader,3311.3.5
bank operations manager,bank account manager,3312.1
banking accounts manager,bank account manager,3312.1
account manager SME,bank account manager,3312.1
account managers SME,bank account manager,3312.1
banking officer,bank account manager,3312.1
consumer banker,bank account manager,3312.1
bank accounts manager,bank account manager,3312.1
bank relationship manager,bank account manager,3312.1
bank account manager,bank account manager,3312.1
commercial bank manager,bank account manager,3312.1
account managers,bank account manager,3312.1
retail personal banker,bank account manager,3312.1
credit intermediary,credit adviser,3312.2
debt counsellor,credit adviser,3312.2
credit counselor,credit adviser,3312.2
credit adviser,credit adviser,3312.2
certified credit counselor,credit adviser,3312.2
credit analyst,credit analyst,3312.2.1
credit clerk,credit analyst,3312.2.1
analyst of credits,credit analyst,3312.2.1
credit department manager,credit manager,3312.3
credit control manager,credit manager,3312.3
credit policy manager,credit manager,3312.3
branch credit administrator,credit manager,3312.3
loan and credit manager,credit manager,3312.3
credit and collection manager,credit manager,3312.3
credit controller,credit manager,3312.3
credit manager,credit manager,3312.3
senior credit officer,credit manager,3312.3
credit administration manager,credit manager,3312.3
credit control supervisor,credit manager,3312.3
consumer credit manager,credit manager,3312.3
credit risk technician,credit risk analyst,3312.4
graduate credit risk specialist,credit risk analyst,3312.4
financial risk surveyor,credit risk analyst,3312.4
assistant credit risk specialist,credit risk analyst,3312.4
credit risk manager,credit risk analyst,3312.4
senior credit risk specialist,credit risk analyst,3312.4
financial risk specialist,credit risk analyst,3312.4
credit risk surveyor,credit risk analyst,3312.4
financial risk technician,credit risk analyst,3312.4
trainee credit risk specialist,credit risk analyst,3312.4
credit risk analyst,credit risk analyst,3312.4
financial risk manager,credit risk analyst,3312.4
credit risk consultant,credit risk analyst,3312.4
financial risk analyst,credit risk analyst,3312.4
credit risk controller,credit risk analyst,3312.4
loan officer,loan officer,3312.5
loan processor,loan officer,3312.5
loans agent,loan officer,3312.5
loans adviser,loan officer,3312.5
loans controller,loan officer,3312.5
credit officer,loan officer,3312.5
commercial lender,loan officer,3312.5
loans consultant,loan officer,3312.5
mortgage compliance underwriter,mortgage loan underwriter,3312.6
mortgage loan underwriter,mortgage loan underwriter,3312.6
loan underwriter,mortgage loan underwriter,3312.6
loan approval officer,mortgage loan underwriter,3312.6
mortgage guideline underwriter,mortgage loan underwriter,3312.6
financial support officer,student financial support coordinator,3312.7
financial support coordinator,student financial support coordinator,3312.7
coordinator of student financial support services,student financial support coordinator,3312.7
student finance officer,student financial support coordinator,3312.7
student financial support services coordinator,student financial support coordinator,3312.7
financial aid coordinator,student financial support coordinator,3312.7
student financial support coordinator,student financial support coordinator,3312.7
coordinator of student financial support,student financial support coordinator,3312.7
billing and accounting assistant,accounting assistant,3313.1
finance assistant,accounting assistant,3313.1
junior accountant,accounting assistant,3313.1
assistant accountant,accounting assistant,3313.1
accounting assistant,accounting assistant,3313.1
accountant assistant,accounting assistant,3313.1
accounting technician,bookkeeper,3313.2
book-keeping clerk,bookkeeper,3313.2
book-keeper,bookkeeper,3313.2
bookkeeper,bookkeeper,3313.2
account information clerk,bookkeeper,3313.2
accounting bookkeeper,bookkeeper,3313.2
accounts clerk,bookkeeper,3313.2
general bookkeeper,bookkeeper,3313.2
general-ledger bookkeeper,bookkeeper,3313.2
accounting clerk,bookkeeper,3313.2
bookkeeping clerk,bookkeeper,3313.2
grants and trusts administrator,grants administrator,3313.3
grants administration funding officer,grants administrator,3313.3
grants & contracts officer,grants administrator,3313.3
grants administrator,grants administrator,3313.3
grants and contracts administrator,grants administrator,3313.3
research grants administrator,grants administrator,3313.3
grants and contracts officer,grants administrator,3313.3
proposals administrator,grants administrator,3313.3
actuarial aide,actuarial assistant,3314.1
junior actuarial assistant,actuarial assistant,3314.1
actuarial assistant-life product development,actuarial assistant,3314.1
senior actuarial aide,actuarial assistant,3314.1
senoir actuarial assistant,actuarial assistant,3314.1
actuarial analyst assistant,actuarial assistant,3314.1
junior actuarial aide,actuarial assistant,3314.1
actuarial assistant,actuarial assistant,3314.1
statistician assistant,statistical assistant,3314.2
statistical report compiler,statistical assistant,3314.2
statistical assistant,statistical assistant,3314.2
statistician,statistical assistant,3314.2
statistics assistant,statistical assistant,3314.2
statistician's assistant,statistical assistant,3314.2
administrative assistant,statistical assistant,3314.2
IT expert,statistical assistant,3314.2
computer expert,statistical assistant,3314.2
report compiler,statistical assistant,3314.2
statistics compiler,statistical assistant,3314.2
admin assistant,statistical assistant,3314.2
information technology expert,statistical assistant,3314.2
foreclosure specialist,foreclosure specialist,3315.1
foreclosure manager,foreclosure specialist,3315.1
foreclosure coordinator,foreclosure specialist,3315.1
bankruptcy coordinator,foreclosure specialist,3315.1
bankruptcy manager,foreclosure specialist,3315.1
foreclosure consultant,foreclosure specialist,3315.1
mining gemologist,gemmologist,3315.2
gemmologist,gemmologist,3315.2
gemmology research analyst,gemmologist,3315.2
gemmology scholar,gemmologist,3315.2
gemstone assessor,gemmologist,3315.2
gemstone buyer,gemmologist,3315.2
mineral gemmologist,gemmologist,3315.2
gem stone appraiser,gemmologist,3315.2
stone buyer,gemmologist,3315.2
gem stone valuer,gemmologist,3315.2
mining gemmologist,gemmologist,3315.2
gem stone assessor,gemmologist,3315.2
